HOG	OG	Gene Tree Parent Clade	alpc	cambac	camdro	camfer	guanc	llama	vicgn
N3.HOG0016608	OG0015924	n0	rna-XM_006202037.3	rna-XM_010973686.1	rna-XM_010977289.2		rna-XM_006202037.3	rna-XM_006202037.3	rna-XM_006202037.3
N3.HOG0016609	OG0015925	n0	rna-XM_031688522.1	"rna-XM_010973705.1, rna-XM_010973933.1"	rna-XM_031434743.1	rna-XM_032463031.1	rna-XM_015237464.2	rna-XM_015237461.2	rna-XM_015237461.2
N3.HOG0016610	OG0015926	n0	rna-XM_015237460.2	rna-XM_010973708.1	rna-XM_010977319.2	rna-XM_006190636.3	rna-XM_006202022.3	rna-XM_015237460.2	rna-XM_015237460.2
N3.HOG0016611	OG0015927	n0	rna-XM_031688539.1	rna-XM_010973722.1	rna-XM_031434721.1	rna-XM_032463061.1	rna-XM_031688539.1	rna-XM_015237452.2	rna-XM_015237452.2
N3.HOG0016612	OG0015928	n0	rna-XM_031688546.1	rna-XM_010973735.1	rna-XM_031434705.1	rna-XM_032463075.1	rna-XM_031688546.1	rna-XM_031688546.1	rna-XM_031688546.1
N3.HOG0016613	OG0015929	n0	rna-XM_015237443.2	rna-XM_010973739.1	rna-XM_010977344.2	rna-XM_014564269.2	rna-XM_006202005.3	rna-XM_006202005.3	rna-XM_006202005.3
N3.HOG0016614	OG0015930	n0	rna-XM_031688344.1	rna-XM_010973939.1	rna-XM_031435518.1	rna-XM_032462353.1	rna-XM_031688344.1	rna-XM_031688344.1	rna-XM_031688344.1
N3.HOG0016615	OG0015931	n0	rna-XM_006201935.3	rna-XM_010973843.1	rna-XM_010994307.2	rna-XM_006190722.3	rna-XM_006201935.3	rna-XM_006201935.3	rna-XM_006201935.3
N3.HOG0016616	OG0015932	n0	rna-XM_015237371.2	rna-XM_010973861.1	rna-XM_031434562.1	rna-XM_032463224.1	rna-XM_015237371.2	rna-XM_015237371.2	rna-XM_015237371.2
N3.HOG0016617	OG0015933	n0	rna-XM_031688348.1	rna-XM_010973948.1	rna-XM_031434559.1	rna-XM_032463231.1	rna-XM_031688348.1	rna-XM_031688348.1	rna-XM_031688348.1
N3.HOG0016618	OG0015934	n0	rna-XM_006201921.2	rna-XM_010973871.1	rna-XM_010988940.2	rna-XM_006190736.2	rna-XM_006201921.2	rna-XM_006201921.2	rna-XM_006201921.2
N3.HOG0016619	OG0015935	n0	rna-XM_031688349.1	rna-XM_010973950.1	rna-XM_010988953.2	rna-XM_032463237.1	rna-XM_031688349.1	rna-XM_031688349.1	rna-XM_031688349.1
N3.HOG0016620	OG0015936	n0	rna-XM_031688363.1	rna-XM_010973873.1	rna-XM_031435515.1	rna-XM_032463234.1	rna-XM_031688363.1	rna-XM_031688363.1	rna-XM_031688363.1
N3.HOG0016621	OG0015937	n0	rna-XM_031688364.1	rna-XM_010973954.1	rna-XM_010992380.2	rna-XM_006194713.2	rna-XM_031688364.1	rna-XM_031688364.1	rna-XM_031688364.1
N3.HOG0016622	OG0015938	n0	rna-XM_031688365.1	rna-XM_010973960.1	rna-XM_031435512.1	rna-XM_006182381.2	rna-XM_031688365.1	rna-XM_031688365.1	rna-XM_031688365.1
N3.HOG0016623	OG0015939	n0	rna-XM_006211532.3	rna-XM_010973888.1	rna-XM_010992372.2	rna-XM_006182361.3	rna-XM_006211532.3	rna-XM_006211532.3	rna-XM_006211532.3
N3.HOG0016624	OG0015940	n0	rna-XM_006211524.3	rna-XM_010973914.1	rna-XM_010995385.2	rna-XM_032463316.1	rna-XM_006211524.3	rna-XM_006211524.3	rna-XM_006211524.3
N3.HOG0016625	OG0015941	n0	rna-XM_031688668.1	rna-XM_010973917.1	rna-XM_031434483.1	rna-XM_032463320.1	rna-XM_006211521.3	rna-XM_006211521.3	rna-XM_006211521.3
N3.HOG0016626	OG0015942	n0	rna-XM_006219215.3	rna-XM_010953753.1	rna-XM_031435899.1	rna-XM_006173149.3	rna-XM_006219215.3	rna-XM_006219215.3	rna-XM_006219215.3
N3.HOG0016627	OG0015943	n0	rna-XM_015252026.2	rna-XM_010953756.1	rna-XM_031435896.1	rna-XM_006173152.3	rna-XM_006219223.3	rna-XM_006219223.3	rna-XM_015252026.2
N3.HOG0016628	OG0015944	n0	rna-XM_006209044.3	rna-XM_010953769.1	rna-XM_010984414.2	rna-XM_006173136.3	rna-XM_006209044.3	rna-XM_006209044.3	rna-XM_006209044.3
N3.HOG0016629	OG0015945	n0	rna-XM_015243371.2	rna-XM_010953805.1	rna-XM_031435852.1	rna-XM_032463814.1	rna-XM_015243371.2	rna-XM_015243371.2	rna-XM_015243371.2
N3.HOG0016630	OG0015946	n0	rna-XM_031688680.1	rna-XM_010953812.1	rna-XM_031435844.1	rna-XM_032463808.1	rna-XM_031688680.1	rna-XM_031688680.1	rna-XM_031688680.1
N3.HOG0016631	OG0015947	n0	rna-XM_015245070.2	rna-XM_010953813.1	rna-XM_031436788.1	rna-XM_032463806.1	rna-XM_015245070.2	rna-XM_015245070.2	rna-XM_015245070.2
N3.HOG0016632	OG0015948	n0	rna-XM_006211084.3	rna-XM_010953814.1	rna-XM_031435843.1	rna-XM_032463804.1	rna-XM_006211084.3	rna-XM_006211084.3	rna-XM_006211084.3
N3.HOG0016633	OG0015949	n0	rna-XM_006211091.3	rna-XM_010953826.1	rna-XM_010984468.2	rna-XM_006193978.3	rna-XM_006211091.3	rna-XM_006211091.3	rna-XM_006211091.3
N3.HOG0016634	OG0015950	n0	rna-XM_015245090.2	rna-XM_010953830.1	rna-XM_010984471.2	rna-XM_014556069.2	rna-XM_015245090.2	rna-XM_015245090.2	rna-XM_015245090.2
N3.HOG0016635	OG0015951	n0	rna-XM_015245099.2	rna-XM_010953842.1	rna-XM_031435818.1	rna-XM_014556017.2	rna-XM_015245099.2	rna-XM_015245099.2	rna-XM_015245098.2
N3.HOG0016636	OG0015952	n0	rna-XM_006211113.2	rna-XM_010956914.1	rna-XM_010984501.2	rna-XM_006173230.2	rna-XM_006211113.2	rna-XM_006211113.2	rna-XM_006211113.2
N3.HOG0016637	OG0015953	n0	rna-XM_006211153.3	rna-XM_010956943.1	rna-XM_031436784.1	rna-XM_032464753.1	rna-XM_006211153.3	rna-XM_006211153.3	rna-XM_006211153.3
N3.HOG0016638	OG0015954	n0	rna-XM_006211132.2	rna-XM_010956671.1	rna-XM_010984531.2	rna-XM_006187692.2	rna-XM_006211132.2	rna-XM_006211132.2	rna-XM_006211132.2
N3.HOG0016639	OG0015955	n0	rna-XM_006211133.3	rna-XM_010956641.1	rna-XM_010984532.2	rna-XM_032463715.1	rna-XM_006211133.3	rna-XM_006211133.3	rna-XM_006211133.3
N3.HOG0016640	OG0015956	n0	rna-XM_006211154.3	rna-XM_010956623.1	rna-XM_010984535.2	rna-XM_006187695.3	rna-XM_006211154.3	rna-XM_006211154.3	rna-XM_006211154.3
N3.HOG0016641	OG0015957	n0	rna-XM_031688770.1	rna-XM_010955026.1	rna-XM_031435745.1	rna-XM_032463713.1	rna-XM_031688770.1	rna-XM_031688770.1	rna-XM_031688770.1
N3.HOG0016642	OG0015958	n0	rna-XM_031688684.1	rna-XM_010955032.1	"rna-XM_031435716.1, rna-XM_031436781.1"	rna-XM_032464751.1	rna-XM_031688684.1	rna-XM_031688684.1	rna-XM_031688684.1
N3.HOG0016643	OG0015959	n0	rna-XM_031688823.1	rna-XM_010954935.1	rna-XM_010988550.2	rna-XM_032463592.1	rna-XM_031688823.1	rna-XM_031688823.1	rna-XM_031688823.1
N3.HOG0016644	OG0015960	n0	rna-XM_006211763.3	rna-XM_010954961.1	rna-XM_031435601.1	rna-XM_032463542.1	rna-XM_006211763.3	rna-XM_006211763.3	rna-XM_006211763.3
N3.HOG0016645	OG0015961	n0	rna-XM_031688860.1	rna-XM_010968186.1	rna-XM_031436634.1	rna-XM_006180715.3	rna-XM_006212479.3	rna-XM_006212479.3	rna-XM_006212479.3
N3.HOG0016646	OG0015962	n0	rna-XM_031689225.1	rna-XM_010968250.1	rna-XM_031436630.1	rna-XM_006180714.3	rna-XM_031689225.1	rna-XM_031689225.1	rna-XM_031689225.1
N3.HOG0016647	OG0015963	n0	rna-XM_015246300.2	rna-XM_010968194.1	rna-XM_031436621.1	rna-XM_032464506.1	rna-XM_006212483.3	rna-XM_006212483.3	rna-XM_006212483.3
N3.HOG0016648	OG0015964	n0	rna-XM_006212419.3	rna-XM_010968196.1	rna-XM_031436612.1	rna-XM_032464502.1	rna-XM_006212419.3	rna-XM_006212419.3	rna-XM_006212419.3
N3.HOG0016649	OG0015965	n0	rna-XM_031688880.1	rna-XM_010968200.1	rna-XM_031436590.1	rna-XM_014556997.2	rna-XM_031688877.1	rna-XM_031688877.1	rna-XM_015246296.2
N3.HOG0016650	OG0015966	n0	rna-XM_006212445.3	rna-XM_010968237.1	rna-XM_031436531.1		rna-XM_006212445.3	rna-XM_006212445.3	rna-XM_006212445.3
N3.HOG0016651	OG0015967	n0	rna-XM_031688914.1	rna-XM_010958521.1	rna-XM_031436522.1	rna-XM_032464384.1	rna-XM_031688914.1	rna-XM_031688914.1	rna-XM_031688914.1
N3.HOG0016652	OG0015968	n0	rna-XM_015250122.2	rna-XM_010958471.1		rna-XM_014560853.2	rna-XM_015250122.2	rna-XM_015250122.2	rna-XM_015250122.2
N3.HOG0016653	OG0015969	n0	rna-XM_015250075.2	rna-XM_010958544.1	rna-XM_031436471.1	rna-XM_006186631.3	rna-XM_015250075.2	rna-XM_015250075.2	rna-XM_015250075.2
N3.HOG0016654	OG0015970	n0	rna-XM_006217020.3	rna-XM_010958543.1	rna-XM_010996790.2	rna-XM_032464279.1	rna-XM_006217020.3	rna-XM_006217020.3	rna-XM_006217020.3
N3.HOG0016655	OG0015971	n0	rna-XM_006217013.3	rna-XM_010958538.1	rna-XM_010999114.2	rna-XM_006177164.3	rna-XM_006217013.3	rna-XM_006217013.3	rna-XM_006217013.3
N3.HOG0016656	OG0015972	n0	rna-XM_031688992.1	rna-XM_010954094.1	rna-XM_031436375.1	rna-XM_032464243.1	rna-XM_031688992.1	rna-XM_031688992.1	rna-XM_031688992.1
N3.HOG0016657	OG0015973	n0	rna-XM_006214772.3	rna-XM_010954091.1	rna-XM_031436280.1	rna-XM_014552782.2	rna-XM_006214772.3	rna-XM_006214772.3	rna-XM_006214772.3
N3.HOG0016658	OG0015974	n0	rna-XM_015248190.2	rna-XM_010954059.1	rna-XM_010999633.2	rna-XM_014552792.2	rna-XM_015248190.2	rna-XM_015248190.2	rna-XM_015248190.2
N3.HOG0016659	OG0015975	n0	rna-XM_031689231.1		rna-XM_031436278.1	rna-XM_032464232.1	rna-XM_031689231.1	rna-XM_031689231.1	rna-XM_031689231.1
N3.HOG0016660	OG0015976	n0	rna-XM_031689232.1	rna-XM_010954058.1	rna-XM_031436276.1	rna-XM_032464231.1	rna-XM_031689232.1	rna-XM_031689232.1	rna-XM_031689232.1
N3.HOG0016661	OG0015977	n0	rna-XM_006214736.3	rna-XM_010954057.1	rna-XM_010980672.2	rna-XM_006177169.3	rna-XM_006214736.3	rna-XM_006214736.3	rna-XM_006214736.3
N3.HOG0016662	OG0015978	n0	rna-XM_006214733.3	rna-XM_010954054.1	rna-XM_010980642.2	rna-XM_006177172.3	rna-XM_006214733.3	rna-XM_006214733.3	rna-XM_006214733.3
N3.HOG0016663	OG0015979	n0	rna-XM_006214732.3	rna-XM_010954053.1	rna-XM_031436266.1	rna-XM_032464227.1	rna-XM_006214732.3	rna-XM_006214732.3	rna-XM_006214732.3
N3.HOG0016664	OG0015980	n0	rna-XM_006214729.3	rna-XM_010954047.1	rna-XM_010980580.2	rna-XM_006177176.3	rna-XM_006214729.3	rna-XM_006214729.3	rna-XM_006214729.3
N3.HOG0016665	OG0015981	n0	rna-XM_006214728.3	rna-XM_010954045.1	rna-XM_010980566.2	rna-XM_032464224.1	rna-XM_006214728.3	rna-XM_006214728.3	rna-XM_006214728.3
N3.HOG0016666	OG0015982	n0	rna-XM_006214725.3	rna-XM_010954040.1	rna-XM_031436260.1	rna-XM_006177180.3	rna-XM_006214725.3	rna-XM_006214725.3	rna-XM_006214725.3
N3.HOG0016667	OG0015983	n0	rna-XM_015248269.2	rna-XM_010954031.1	rna-XM_031436250.1		rna-XM_006214718.3	rna-XM_015248269.2	rna-XM_006214718.3
N3.HOG0016668	OG0015984	n0	rna-XM_006214692.3	rna-XM_010953999.1	rna-XM_031436229.1	rna-XM_006177212.3	rna-XM_006214692.3	rna-XM_006214692.3	rna-XM_006214692.3
N3.HOG0016669	OG0015985	n0	rna-XM_006220151.3	rna-XM_010954085.1	rna-XM_010980768.2	rna-XM_032464768.1	rna-XM_006220151.3	rna-XM_006220151.3	rna-XM_006220151.3
N3.HOG0016670	OG0015986	n0	rna-XM_031689061.1	rna-XM_010954084.1	rna-XM_031436207.1	rna-XM_032464159.1	rna-XM_031689061.1	rna-XM_031689061.1	rna-XM_031689061.1
N3.HOG0016671	OG0015987	n0	rna-XM_031689067.1	rna-XM_010954081.1	rna-XM_031436203.1	rna-XM_032464158.1	rna-XM_031689067.1	rna-XM_015248272.2	rna-XM_031689067.1
N3.HOG0016672	OG0015988	n0	rna-XM_006214660.3	rna-XM_010953954.1	rna-XM_010979909.2	rna-XM_006172675.3	rna-XM_006214660.3	rna-XM_006214660.3	rna-XM_006214660.3
N3.HOG0016673	OG0015989	n0	rna-XM_006214612.3	rna-XM_010953902.1	rna-XM_010999464.2	rna-XM_006174558.3	rna-XM_006214612.3	rna-XM_006214612.3	rna-XM_006214612.3
N3.HOG0016674	OG0015990	n0	rna-XM_031689124.1	rna-XM_010953893.1	rna-XM_031436094.1	rna-XM_032464040.1	rna-XM_031689124.1	rna-XM_031689124.1	rna-XM_031689124.1
N3.HOG0016675	OG0015991	n0	rna-XM_015248279.2	rna-XM_010953887.1	rna-XM_031436082.1	rna-XM_014566908.2	rna-XM_015248279.2	rna-XM_015248279.2	rna-XM_015248279.2
N3.HOG0016676	OG0015992	n0	rna-XM_006214589.3	rna-XM_010953874.1	rna-XM_010999440.2	rna-XM_006174543.3	rna-XM_006214589.3	rna-XM_006214589.3	rna-XM_006214589.3
N3.HOG0016677	OG0015993	n0	rna-XM_006214746.3	rna-XM_010953870.1	rna-XM_010999437.2	rna-XM_032464003.1	rna-XM_006214746.3	rna-XM_006214746.3	rna-XM_006214746.3
N3.HOG0016678	OG0015994	n0	rna-XM_031689162.1	rna-XM_010956930.1	rna-XM_031436018.1	rna-XM_032463972.1	rna-XM_031689162.1	rna-XM_031689162.1	rna-XM_031689162.1
N3.HOG0016679	OG0015995	n0	rna-XM_015249069.2	rna-XM_010956929.1	rna-XM_010996117.2	rna-XM_032463975.1	rna-XM_015249069.2	rna-XM_015249069.2	rna-XM_015249069.2
N3.HOG0016680	OG0015996	n0	rna-XM_031689161.1	rna-XM_010956920.1	rna-XM_010996118.2	rna-XM_014568331.2	rna-XM_006215612.3	rna-XM_006215612.3	rna-XM_006215612.3
N3.HOG0016681	OG0015997	n0	rna-XM_006215617.1	rna-XM_010955595.1	rna-XM_010977031.2	rna-XM_006172466.1	rna-XM_006215617.1	rna-XM_006215617.1	rna-XM_006215617.1
N3.HOG0016682	OG0015998	n0	rna-XM_006215616.2	rna-XM_010955596.1	rna-XM_010977032.2	rna-XM_006172465.2	rna-XM_006215616.2	rna-XM_006215616.2	rna-XM_006215616.2
N3.HOG0016683	OG0015999	n0	rna-XM_006215710.2	rna-XM_010955600.1	rna-XM_010977036.2	rna-XM_014553822.2	rna-XM_006215710.2	rna-XM_006215710.2	rna-XM_006215710.2
N3.HOG0016684	OG0016000	n0	rna-XM_006215650.3		rna-XM_010993100.2	rna-XM_006173938.3	rna-XM_006215650.3	rna-XM_006215650.3	rna-XM_006215650.3
N3.HOG0016685	OG0016001	n0	rna-XM_015249006.2	rna-XM_010955648.1	rna-XM_010993089.2	rna-XM_014562035.2	rna-XM_015249006.2	rna-XM_015249006.2	rna-XM_015249006.2
N3.HOG0016686	OG0016002	n0	rna-XM_015249005.2	rna-XM_010955649.1	rna-XM_010993088.2	rna-XM_006173947.3	rna-XM_015249005.2	rna-XM_015249005.2	rna-XM_015249005.2
N3.HOG0016687	OG0016003	n0	rna-XM_006215736.3	rna-XM_010955654.1	rna-XM_031435947.1	rna-XM_006173991.3	rna-XM_006215736.3	rna-XM_006215736.3	rna-XM_006215736.3
N3.HOG0016688	OG0016004	n0	rna-XM_006215686.3	rna-XM_010955696.1	rna-XM_010993043.2	rna-XM_006173970.3	rna-XM_006215686.3	rna-XM_006215686.3	rna-XM_006215686.3
N3.HOG0016689	OG0016005	n0	rna-XM_006215701.3	rna-XM_010955705.1	rna-XM_010993032.2	rna-XM_006173984.3	rna-XM_006215701.3	rna-XM_006215701.3	rna-XM_006215701.3
N3.HOG0016690	OG0016006	n0	rna-XM_031689248.1	rna-XM_010955706.1	rna-XM_031436795.1	rna-XM_032464759.1	rna-XM_031689248.1	rna-XM_031689248.1	rna-XM_031689248.1
N3.HOG0016691	OG0016007	n0	rna-XM_006199113.3	rna-XM_010946235.1	rna-XM_010993642.2	rna-XM_014551533.2	rna-XM_006199113.3	rna-XM_006199113.3	rna-XM_006199113.3
N3.HOG0016692	OG0016008	n0	rna-XM_006198928.3	rna-XM_010946176.1	rna-XM_010992462.2	rna-XM_006175744.3	rna-XM_006198928.3	rna-XM_006198928.3	rna-XM_006198928.3
N3.HOG0016693	OG0016009	n0	rna-XM_015234863.2	rna-XM_010946246.1	rna-XM_031437890.1	rna-XM_032464972.1	rna-XM_015234863.2	rna-XM_015234863.2	rna-XM_015234863.2
N3.HOG0016694	OG0016010	n0	rna-XM_006220212.3		rna-XM_031437881.1	rna-XM_032464987.1	rna-XM_006220212.3	rna-XM_006220212.3	rna-XM_006220212.3
N3.HOG0016695	OG0016011	n0	rna-XM_006198959.3	rna-XM_010946214.1	rna-XM_010992415.2	rna-XM_006183901.3	rna-XM_006198959.3	rna-XM_006198959.3	rna-XM_006198959.3
N3.HOG0016696	OG0016012	n0	rna-XM_006198965.3	rna-XM_010946226.1	rna-XM_031437830.1	rna-XM_032465059.1	rna-XM_006198965.3	rna-XM_006198965.3	rna-XM_006198965.3
N3.HOG0016697	OG0016013	n0	rna-XM_006198977.3	rna-XM_010972264.1	rna-XM_010980422.2	rna-XM_006183428.3	rna-XM_006198977.3	rna-XM_006198977.3	rna-XM_006198977.3
N3.HOG0016698	OG0016014	n0	rna-XM_031689360.1	rna-XM_010972314.1	rna-XM_031437794.1	rna-XM_032465103.1	rna-XM_031689360.1	rna-XM_031689360.1	rna-XM_031689360.1
N3.HOG0016699	OG0016015	n0	rna-XM_006199145.2	rna-XM_010972258.1	rna-XM_010980427.2	rna-XM_006195656.2	rna-XM_006199145.2	rna-XM_006199145.2	rna-XM_006199145.2
N3.HOG0016700	OG0016016	n0	rna-XM_006198998.3	rna-XM_010972241.1	rna-XM_010980447.2		rna-XM_006198998.3	rna-XM_006198998.3	rna-XM_006198998.3
N3.HOG0016701	OG0016017	n0	rna-XM_006199150.3	rna-XM_010972240.1	rna-XM_031438257.1		rna-XM_006199150.3	rna-XM_006199150.3	rna-XM_006199150.3
N3.HOG0016702	OG0016018	n0	rna-XM_031689397.1	rna-XM_010972193.1	rna-XM_010997330.2	rna-XM_032465193.1	rna-XM_006199030.3	rna-XM_006199030.3	rna-XM_006199030.3
N3.HOG0016703	OG0016019	n0	rna-XM_006199046.3	rna-XM_010972170.1	rna-XM_010995141.2	rna-XM_006186234.3	rna-XM_006199046.3	rna-XM_006199046.3	rna-XM_006199046.3
N3.HOG0016704	OG0016020	n0	rna-XM_015235013.2	rna-XM_010972162.1	rna-XM_031437656.1	rna-XM_032465237.1	rna-XM_015235013.2	rna-XM_015235013.2	rna-XM_015235013.2
N3.HOG0016705	OG0016021	n0	rna-XM_015235014.2	rna-XM_010972156.1	rna-XM_031437645.1	rna-XM_032465275.1	rna-XM_015235014.2	rna-XM_015235014.2	rna-XM_015235014.2
N3.HOG0016706	OG0016022	n0	rna-XM_006220433.3	rna-XM_010972151.1	rna-XM_031437635.1	rna-XM_032465255.1	rna-XM_006220433.3	rna-XM_006220433.3	rna-XM_006220433.3
N3.HOG0016707	OG0016023	n0	rna-XM_031689424.1	rna-XM_010972146.1	rna-XM_031437644.1	rna-XM_032465250.1	rna-XM_031689424.1	rna-XM_031689424.1	rna-XM_031689424.1
N3.HOG0016708	OG0016024	n0	rna-XM_006199069.3	rna-XM_010972134.1	rna-XM_031437602.1	rna-XM_014550732.2	rna-XM_006199069.3	rna-XM_006199069.3	rna-XM_006199069.3
N3.HOG0016709	OG0016025	n0	rna-XM_006199173.3	rna-XM_010972125.1	rna-XM_010995093.2	rna-XM_032465309.1	rna-XM_006199173.3	rna-XM_006199173.3	rna-XM_006199173.3
N3.HOG0016710	OG0016026	n0	rna-XM_031689447.1	rna-XM_010972123.1	rna-XM_010995091.2	rna-XM_006174798.3	rna-XM_031689447.1	rna-XM_031689447.1	rna-XM_031689447.1
N3.HOG0016711	OG0016027	n0	rna-XM_031689768.1	rna-XM_010972122.1	rna-XM_010995090.2	rna-XM_032465315.1	rna-XM_031689768.1	rna-XM_031689768.1	rna-XM_031689768.1
N3.HOG0016712	OG0016028	n0	rna-XM_006199175.3	rna-XM_010972121.1	rna-XM_010995089.2	rna-XM_006174830.3	rna-XM_006199175.3	rna-XM_006199175.3	rna-XM_006199175.3
N3.HOG0016713	OG0016029	n0	rna-XM_006199082.3	rna-XM_010972117.1	rna-XM_010995084.2	rna-XM_032465324.1	rna-XM_006199082.3	rna-XM_006199082.3	rna-XM_006199082.3
N3.HOG0016714	OG0016030	n0	rna-XM_015235045.2	rna-XM_010972289.1	rna-XM_010995082.2	rna-XM_032465325.1	rna-XM_015235045.2	rna-XM_015235045.2	rna-XM_015235045.2
N3.HOG0016715	OG0016031	n0	rna-XM_031689455.1	rna-XM_010972288.1	rna-XM_031437562.1	rna-XM_032465340.1	rna-XM_031689455.1	rna-XM_031689455.1	rna-XM_031689455.1
N3.HOG0016716	OG0016032	n0	rna-XM_015235048.2	rna-XM_010972108.1	rna-XM_031437536.1	rna-XM_032465347.1	rna-XM_015235048.2	rna-XM_015235048.2	rna-XM_015235048.2
N3.HOG0016717	OG0016033	n0	rna-XM_015234892.1	rna-XM_010972284.1	rna-XM_010995150.2	rna-XM_006174816.2	rna-XM_015234892.1	rna-XM_015234892.1	rna-XM_015234892.1
N3.HOG0016718	OG0016034	n0	rna-XM_015251213.1	rna-XM_010962142.1	rna-XM_031438242.1	rna-XM_032466353.1	rna-XM_015251213.1	rna-XM_015251213.1	rna-XM_015251213.1
N3.HOG0016719	OG0016035	n0	rna-XM_006218332.1	rna-XM_010962145.1	rna-XM_031438241.1	rna-XM_032466333.1	rna-XM_006218332.1	rna-XM_006218332.1	rna-XM_006218332.1
N3.HOG0016720	OG0016036	n0	rna-XM_015251230.2	rna-XM_010954262.1	rna-XM_031437468.1	rna-XM_032465430.1	rna-XM_015251230.2	rna-XM_015251230.2	rna-XM_015251230.2
N3.HOG0016721	OG0016037	n0	rna-XM_031689506.1	rna-XM_010954134.1	rna-XM_031437471.1	rna-XM_032465432.1	rna-XM_031689506.1	rna-XM_031689506.1	rna-XM_031689506.1
N3.HOG0016722	OG0016038	n0	rna-XM_015251233.2	rna-XM_010954135.1	rna-XM_010999809.2	rna-XM_014554001.2	rna-XM_015251233.2	rna-XM_015251233.2	rna-XM_015251233.2
N3.HOG0016723	OG0016039	n0	rna-XM_031689517.1	rna-XM_010954266.1	rna-XM_031437426.1	rna-XM_032465479.1	rna-XM_015240875.2	rna-XM_015240875.2	rna-XM_031689517.1
N3.HOG0016724	OG0016040	n0	rna-XM_006206219.3	rna-XM_010954159.1	rna-XM_010993830.2	rna-XM_006175367.3	rna-XM_006206219.3	rna-XM_006206219.3	rna-XM_006206219.3
N3.HOG0016725	OG0016041	n0	rna-XM_006206459.3	rna-XM_010954167.1	rna-XM_010993827.2	rna-XM_032465494.1	rna-XM_006206459.3	rna-XM_006206459.3	rna-XM_006206459.3
N3.HOG0016726	OG0016042	n0	rna-XM_006206222.3	rna-XM_010954168.1	rna-XM_031437409.1	rna-XM_032465493.1	rna-XM_006206222.3	rna-XM_006206222.3	rna-XM_006206222.3
N3.HOG0016727	OG0016043	n0	rna-XM_015240997.2	rna-XM_010954184.1	rna-XM_010993811.2	rna-XM_014551204.2	rna-XM_006206462.3	rna-XM_006206462.3	rna-XM_006206462.3
N3.HOG0016728	OG0016044	n0	rna-XM_006206238.2	rna-XM_010954272.1	rna-XM_031437390.1	rna-XM_032465510.1	rna-XM_006206238.2	rna-XM_006206238.2	rna-XM_006206238.2
N3.HOG0016729	OG0016045	n0	rna-XM_031689254.1	rna-XM_010954187.1	rna-XM_031437383.1	rna-XM_006175382.3	rna-XM_031689254.1	rna-XM_031689254.1	rna-XM_031689254.1
N3.HOG0016730	OG0016046	n0	rna-XM_006206248.3	rna-XM_010954196.1	rna-XM_010997740.2	rna-XM_032465534.1	rna-XM_006206248.3	rna-XM_006206248.3	rna-XM_006206248.3
N3.HOG0016731	OG0016047	n0	rna-XM_031689548.1	rna-XM_010954203.1	rna-XM_010997747.2	rna-XM_032465548.1	rna-XM_031689549.1	rna-XM_031689549.1	rna-XM_031689548.1
N3.HOG0016732	OG0016048	n0	rna-XM_031689554.1	"rna-XM_010954282.1, rna-XM_010954283.1"	rna-XM_031437345.1	rna-XM_032465559.1	rna-XM_031689554.1	rna-XM_031689554.1	rna-XM_031689554.1
N3.HOG0016733	OG0016049	n0	rna-XM_006206475.2	rna-XM_010954285.1	rna-XM_010999198.2	rna-XM_014554767.1	rna-XM_006206475.2	rna-XM_006206475.2	rna-XM_006206475.2
N3.HOG0016734	OG0016050	n0	rna-XM_015241012.2	rna-XM_010954211.1	rna-XM_010999194.2	rna-XM_014554822.2	rna-XM_015241012.2	rna-XM_015241012.2	rna-XM_015241012.2
N3.HOG0016735	OG0016051	n0	rna-XM_006206270.3	rna-XM_010954236.1	rna-XM_010978345.2	rna-XM_032465599.1	rna-XM_006206270.3	rna-XM_006206270.3	rna-XM_006206270.3
N3.HOG0016736	OG0016052	n0	rna-XM_006206483.3	rna-XM_010954294.1	rna-XM_031437305.1	rna-XM_006179392.3	rna-XM_006206483.3	rna-XM_006206483.3	rna-XM_006206483.3
N3.HOG0016737	OG0016053	n0	rna-XM_006206272.2	rna-XM_010954239.1	rna-XM_010978343.2	rna-XM_006179372.3	rna-XM_006206272.2	rna-XM_006206272.2	rna-XM_006206272.2
N3.HOG0016738	OG0016054	n0	rna-XM_015241032.2	rna-XM_010954240.1	rna-XM_031437297.1	rna-XM_032465607.1	rna-XM_015241032.2	rna-XM_015241032.2	rna-XM_015241032.2
N3.HOG0016739	OG0016055	n0	rna-XM_006220361.3	rna-XM_010954247.1	rna-XM_031437275.1	rna-XM_032465649.1	rna-XM_006220361.3	rna-XM_006220361.3	rna-XM_006220361.3
N3.HOG0016740	OG0016056	n0	rna-XM_015241043.2	rna-XM_010966882.1	rna-XM_010978321.2	rna-XM_032465658.1	rna-XM_015241043.2	rna-XM_015241043.2	rna-XM_015241043.2
N3.HOG0016741	OG0016057	n0	rna-XM_031689795.1	rna-XM_010966874.1	rna-XM_031437225.1	rna-XM_032465680.1	rna-XM_031689795.1	rna-XM_031689795.1	rna-XM_031689795.1
N3.HOG0016742	OG0016058	n0	rna-XM_015241055.2	rna-XM_010966871.1	rna-XM_031437221.1	rna-XM_014559531.2	rna-XM_015241055.2	rna-XM_015241055.2	rna-XM_015241055.2
N3.HOG0016743	OG0016059	n0	rna-XM_031689797.1	rna-XM_010966965.1	rna-XM_031438222.1	rna-XM_032466368.1	rna-XM_031689797.1	rna-XM_031689797.1	rna-XM_031689797.1
