HOG,mi,Di,m0,D0,SYMBOL,GENENAME
N0.HOG0012294,4156.8,15.38016,1417.2,77.946,DOCK5,dedicator of cytokinesis 5
N0.HOG0012295,181.7,4.07008,85.3,2.03014,GNRH1,gonadotropin releasing hormone 1
N0.HOG0012297,1864.8,49.4172,766.2,35.93478,CDCA2,cell division cycle associated 2
N0.HOG0012299,807.5,5.0065,284.5,13.5991,PNMA2,PNMA family member 2
N0.HOG0012300,1301,1.0408,373,17.7175,DPYSL2,dihydropyrimidinase like 2
N0.HOG0012301,738.7,1.03418,146.3,10.65064,ADRA1A,adrenoceptor alpha 1A
N0.HOG0012302,359.1,8.65431,141.9,13.53726,STMN4,stathmin 4
N0.HOG0012304,2327.1,6.51588,570.9,24.5487,PTK2B,protein tyrosine kinase 2 beta
N0.HOG0012305,506.7,2.98953,102.3,14.72097,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit
N0.HOG0012306,1091.1,5.01906,354.9,13.4862,EPHX2,epoxide hydrolase 2
N0.HOG0012308,718.1,13.35666,235.9,14.57862,PBK,PDZ binding kinase
N0.HOG0012309,1080.7,3.02596,353.3,15.5452,NUGGC,"nuclear GTPase, germinal center associated"
N0.HOG0012311,356.2,4.02506,87.8,5.25922,PNOC,prepronociceptin
N0.HOG0012312,1097.8,0.98802,363.2,18.74112,ZNF395,zinc finger protein 395
N0.HOG0012313,487.8,9.12186,208.2,5.1009,FBXO16,F-box protein 16
N0.HOG0012314,2027,4.054,730,26.864,EXTL3,exostosin like glycosyltransferase 3
N0.HOG0012315,1385.1,0.96957,516.9,19.53882,INTS9,integrator complex subunit 9
N0.HOG0012316,784.2,1.01946,328.8,8.12136,HMBOX1,homeobox containing 1
N0.HOG0012317,1832.2,421.77244,669.8,305.29484,KIF13B,kinesin family member 13B
N0.HOG0012320,718.9,20.48865,316.1,16.78491,CEP44,centrosomal protein 44
N0.HOG0012324,886.3,28.27297,289.7,29.31764,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7
N0.HOG0012325,733.7,4.69568,187.3,10.80721,GALNTL6,polypeptide N-acetylgalactosaminyltransferase like 6
N0.HOG0012326,647,6.0171,124,23.994,MFAP3L,microfibril associated protein 3 like
N0.HOG0012328,1004.8,5.024,435.2,14.40512,NEK1,NIMA related kinase 1
N0.HOG0012329,1494.8,51.27164,449.2,76.99288,SH3RF1,SH3 domain containing ring finger 1
N0.HOG0012331,1023.7,18.52897,149.3,31.77104,PALLD,"palladin, cytoskeletal associated protein"
N0.HOG0012332,756.2,4.99092,233.8,6.12556,SEC14L3,SEC14 like lipid binding 3
N0.HOG0012333,329,2.0069,106,1.007,MTFP1,mitochondrial fission process 1
N0.HOG0012334,512,1.024,130,5.148,SEC14L2,SEC14 like lipid binding 2
N0.HOG0012335,704.5,6.0587,195.5,10.4788,RNF215,ring finger protein 215
N0.HOG0012336,1089,12.0879,258,16.8474,CCDC157,coiled-coil domain containing 157
N0.HOG0012337,1699.2,1.01952,673.8,21.5616,SF3A1,splicing factor 3a subunit 1
N0.HOG0012338,951.9,1.04709,260.1,12.56283,TBC1D10A,TBC1 domain family member 10A
N0.HOG0012339,530.7,2.01666,180.3,10.51149,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1
N0.HOG0012340,504.8,7.572,101.2,6.8816,LIF,LIF interleukin 6 family cytokine
N0.HOG0012341,2153.5,42.85465,852.5,36.91325,MTMR3,myotubularin related protein 3
N0.HOG0012342,1324.6,8.08006,412.4,21.73348,ASCC2,activating signal cointegrator 1 complex subunit 2
N0.HOG0012343,249.5,22.47995,74.5,14.60945,ZMAT5,zinc finger matrin-type 5
N0.HOG0012344,479.1,17.63088,84.9,7.25895,CABP7,calcium binding protein 7
N0.HOG0012345,1322,20.3588,310,27.776,NF2,neurofibromin 2
N0.HOG0012346,608.5,15.0908,132.5,14.31,NIPSNAP1,nipsnap homolog 1
N0.HOG0012347,558.6,20.55648,182.4,24.36864,NEFH,neurofilament heavy
N0.HOG0012349,543.5,2.01095,209.5,2.0112,EWSR1,EWS RNA binding protein 1
N0.HOG0012350,789.4,9.0781,365.6,11.29704,RHBDD3,rhomboid domain containing 3
N0.HOG0012351,613.9,22.03901,340.1,23.807,EMID1,EMI domain containing 1
N0.HOG0012352,768.2,0.99866,254.8,18.11628,KREMEN1,kringle containing transmembrane protein 1
N0.HOG0012353,1858.4,11.52208,385.6,33.12304,ZNRF3,zinc and ring finger 3
N0.HOG0012354,197.8,4.39116,93.2,1.68692,XBP1,X-box binding protein 1
N0.HOG0012356,506.6,2.0264,189.4,3.0304,CHEK2,checkpoint kinase 2
N0.HOG0012357,3942,633.4794,1563,466.2429,NA,NA
N0.HOG0012359,1209.5,3.99135,329.5,9.226,MN1,"MN1 proto-oncogene, transcriptional regulator"
N0.HOG0012360,452.9,0.99638,135.1,8.33567,CRYBA4,crystallin beta A4
N0.HOG0012361,532.4,15.54608,133.6,13.78752,CRYBB1,crystallin beta B1
N0.HOG0012362,2004.2,1.0021,503.8,30.78218,TFIP11,tuftelin interacting protein 11
N0.HOG0012363,1173.2,114.9736,452.8,46.45728,HPS4,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
N0.HOG0012364,781.5,2.0319,133.5,7.2624,ASPHD2,aspartate beta-hydroxylase domain containing 2
N0.HOG0012365,1953.3,15.6264,551.7,38.78451,SEZ6L,seizure related 6 homolog like
N0.HOG0012366,4724.8,103.00064,1338.2,110.00004,MYO18B,myosin XVIIIB
N0.HOG0012367,904,1.9888,344,8.1184,GRK3,G protein-coupled receptor kinase 3
N0.HOG0012369,273.6,1.99728,65.4,3.09996,CRYBB3,crystallin beta B3
N0.HOG0012370,2699.1,47.50416,966.9,54.53316,KIAA1671,KIAA1671
N0.HOG0012371,570.1,14.2525,134.9,14.09705,SGSM1,small G protein signaling modulator 1
N0.HOG0012373,1027.8,2.98062,157.2,15.37416,FICD,FIC domain protein adenylyltransferase
N0.HOG0012374,1299.7,8.05814,374.3,20.99823,SART3,"spliceosome associated factor 3, U4/U6 recycling protein"
N0.HOG0012375,509.6,34.70376,216.4,11.4692,SELPLG,selectin P ligand
N0.HOG0012377,1293.7,6.98598,353.3,12.3655,SSH1,slingshot protein phosphatase 1
N0.HOG0012378,1208.7,2.05479,435.3,12.27546,SVOP,SV2 related protein
N0.HOG0012379,1080.9,12.10608,362.1,23.39166,USP30,ubiquitin specific peptidase 30
N0.HOG0012380,206.3,4.06411,78.7,1.00736,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
N0.HOG0012381,648.2,2.00942,230.8,6.13928,UNG,uracil DNA glycosylase
N0.HOG0012382,2128.7,29.37606,868.3,36.20811,MYO1H,myosin IH
N0.HOG0012385,382.9,3.02491,151.1,8.35583,MMAB,metabolism of cobalamin associated B
N0.HOG0012386,2030.6,25.78862,462.4,49.80048,TRPV4,transient receptor potential cation channel subfamily V member 4
N0.HOG0012388,966.6,10.05264,338.4,19.99944,TCHP,trichoplein keratin filament binding
N0.HOG0012390,1073.6,3.97232,420.4,15.47072,ANKRD13A,ankyrin repeat domain 13A
N0.HOG0012391,1140.3,7.41195,209.7,23.6961,DTX1,deltex E3 ubiquitin ligase 1
N0.HOG0012392,1853.6,21.13104,519.4,23.78852,RASAL1,RAS protein activator like 1
N0.HOG0012393,1909.4,8.97418,529.6,20.76032,TPCN1,two pore segment channel 1
N0.HOG0012394,731.8,4.53716,222.2,17.82044,SLC8B1,solute carrier family 8 member B1
N0.HOG0012395,1145,5.038,226,20.566,PLBD2,phospholipase B domain containing 2
N0.HOG0012396,620.9,13.16308,198.1,18.12615,SDSL,serine dehydratase like
N0.HOG0012397,829,113.0756,161,57.8151,LHX5,LIM homeobox 5
N0.HOG0012398,2080.4,19.13968,625.6,39.35024,RBM19,RNA binding motif protein 19
N0.HOG0012399,1235.2,0.98816,318.8,13.3896,TBX5,T-box transcription factor 5
N0.HOG0012400,780.3,1.01439,272.7,8.15373,TBX3,T-box transcription factor 3
N0.HOG0012401,4129.7,9.91128,1873.3,54.3257,MED13L,mediator complex subunit 13L
N0.HOG0012402,35.7,3.20943,9.3,2.36127,SPRING1,SREBF pathway regulator in golgi 1
N0.HOG0012404,1052.9,8.00204,408.1,9.14144,FBXW8,F-box and WD repeat domain containing 8
N0.HOG0012405,443.2,1.01936,66.8,6.39276,TESC,tescalcin
N0.HOG0012406,1070.8,0.96372,405.2,7.091,FBXO21,F-box protein 21
N0.HOG0012407,3275.3,5.89554,1008.7,50.33413,NOS1,nitric oxide synthase 1
N0.HOG0012408,2229.2,19.17112,527.8,39.10998,KSR2,kinase suppressor of ras 2
N0.HOG0012409,458.7,1.00914,192.3,13.82637,RFC5,replication factor C subunit 5
N0.HOG0012410,421.2,1.01088,160.8,4.06824,WSB2,WD repeat and SOCS box containing 2
N0.HOG0012411,587.7,11.1663,189.3,13.79997,VSIG10,V-set and immunoglobulin domain containing 10
N0.HOG0012412,1885.8,3.01728,808.2,12.123,TAOK3,TAO kinase 3
N0.HOG0012413,637,24.9067,191,12.3959,SUDS3,"SDS3 homolog, SIN3A corepressor complex component"
N0.HOG0012414,1180.8,40.02912,307.2,43.19232,SRRM4,serine/arginine repetitive matrix 4
N0.HOG0012415,433.3,0.99659,154.7,7.28637,HSPB8,heat shock protein family B (small) member 8
N0.HOG0012416,1029.1,11.11428,362.9,15.42325,CCDC60,coiled-coil domain containing 60
N0.HOG0012417,258.7,2.01786,65.3,5.32195,TMEM233,transmembrane protein 233
N0.HOG0012419,3973.1,11.12468,1294.9,58.2705,CIT,citron rho-interacting serine/threonine kinase
N0.HOG0012420,747.9,6.05799,185.1,9.4401,BICDL1,BICD family like cargo adaptor 1
N0.HOG0012421,5293.9,8.99963,1846.1,68.3057,GCN1,GCN1 activator of EIF2AK4
N0.HOG0012422,687.8,1.99462,251.2,9.2944,RPLP0,ribosomal protein lateral stalk subunit P0
N0.HOG0012423,704.3,1.97204,228.7,11.48074,SIRT4,sirtuin 4
N0.HOG0012426,207.1,33.05316,77.9,20.69024,GATC,glutamyl-tRNA amidotransferase subunit C
N0.HOG0012428,509,4.0211,229,2.0152,COQ5,"coenzyme Q5, methyltransferase"
N0.HOG0012429,1100.8,2.97216,468.2,12.22002,RNF10,ring finger protein 10
N0.HOG0012430,380.5,0.9893,129.5,2.0202,CABP1,calcium binding protein 1
N0.HOG0012432,370.1,1.99854,136.9,4.09331,UNC119B,unc-119 lipid binding chaperone B
N0.HOG0012433,698.5,8.1026,159.5,18.9486,ACADS,acyl-CoA dehydrogenase short chain
N0.HOG0012435,244.1,5.07728,88.9,4.12496,C12orf43,chromosome 12 open reading frame 43
N0.HOG0012436,1466.4,10.11816,507.6,13.29912,RPH3A,rabphilin 3A
N0.HOG0012437,1107.7,16.83704,389.3,14.83233,MAP9,microtubule associated protein 9
N0.HOG0012439,3752.1,1116.24975,1410.9,926.67912,NA,NA
N0.HOG0012440,945.1,6.04864,392.9,9.15457,TRAFD1,TRAF-type zinc finger domain containing 1
N0.HOG0012441,1999.1,2.99865,841.9,6.06168,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit"
N0.HOG0012442,371.9,2.00826,105.1,6.28498,ERP29,endoplasmic reticulum protein 29
N0.HOG0012444,1096.9,5.04574,385.1,21.79666,ALDH2,aldehyde dehydrogenase 2 family member
N0.HOG0012445,975,3.0225,354,7.1154,BRAP,BRCA1 associated protein
N0.HOG0012446,2009.1,4.0182,849.9,15.21321,ATXN2,ataxin 2
N0.HOG0012447,3055.5,33.6105,925.5,58.58415,CUX2,cut like homeobox 2
N0.HOG0012448,1018.7,8.04773,301.3,9.18965,CCDC63,coiled-coil domain containing 63
N0.HOG0012449,543.3,2.01021,188.7,5.11377,HVCN1,hydrogen voltage gated channel 1
N0.HOG0012450,696.7,55.87534,323.3,20.98217,TCTN1,tectonic family member 1
N0.HOG0012452,178.7,1.50108,88.3,4.66224,VPS29,VPS29 retromer complex component
N0.HOG0012453,430.2,7.0983,175.8,4.07856,GPN3,GPN-loop GTPase 3
N0.HOG0012455,595.7,2.68065,217.3,6.47554,ANAPC7,anaphase promoting complex subunit 7
N0.HOG0012456,2079.2,26.19792,887.8,44.8339,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
N0.HOG0012457,1456.7,4.07876,562.3,9.10926,IFT81,intraflagellar transport 81
N0.HOG0012458,725.7,10.08723,279.3,6.08874,P2RX7,purinergic receptor P2X 7
N0.HOG0012460,1005.9,2.0118,290.1,14.65005,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2
N0.HOG0012461,1321.5,1.98225,574.5,24.87585,ANAPC5,anaphase promoting complex subunit 5
N0.HOG0012462,652.6,0.9789,241.4,8.18346,RNF34,ring finger protein 34
N0.HOG0012463,2015.3,188.63208,537.7,125.92934,KDM2B,lysine demethylase 2B
N0.HOG0012464,408.6,4.53546,113.4,4.67208,TMEM120B,transmembrane protein 120B
N0.HOG0012465,451,3.0217,89,7.3959,RHOF,"ras homolog family member F, filopodia associated"
N0.HOG0012466,1931.4,18.15516,783.6,43.80324,SETD1B,"SET domain containing 1B, histone lysine methyltransferase"
N0.HOG0012467,679.2,10.12008,205.8,12.61554,HPD,4-hydroxyphenylpyruvate dioxygenase
N0.HOG0012468,510.2,3.01018,149.8,5.10818,PSMD9,"proteasome 26S subunit, non-ATPase 9"
N0.HOG0012469,2219.4,28.18638,882.6,40.51134,CFAP251,cilia and flagella associated protein 251
N0.HOG0012470,277.9,2.00088,127.1,6.20248,DIABLO,diablo IAP-binding mitochondrial protein
N0.HOG0012472,2600.2,9.1007,1104.8,36.01648,CLIP1,CAP-Gly domain containing linker protein 1
N0.HOG0012473,962.4,4.04208,405.6,14.3988,ZCCHC8,zinc finger CCHC-type containing 8
N0.HOG0012474,847.6,5.84844,265.4,4.21986,RSRC2,arginine and serine rich coiled-coil 2
N0.HOG0012475,2316.3,14.12943,1085.7,24.42825,KNTC1,kinetochore associated 1
N0.HOG0012476,779,7.011,226,14.803,HCAR1,hydroxycarboxylic acid receptor 1
N0.HOG0012477,348.3,6.58287,149.7,10.01493,CCDC62,coiled-coil domain containing 62
N0.HOG0012478,815.7,25.69455,165.3,15.93492,HIP1R,huntingtin interacting protein 1 related
N0.HOG0012480,1954.3,17.78413,346.7,43.6842,PITPNM2,phosphatidylinositol transfer protein membrane associated 2
N0.HOG0012481,473.9,7.06111,108.1,7.4589,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2
N0.HOG0012482,440.4,2.02584,102.6,2.02122,ARL6IP4,ADP ribosylation factor like GTPase 6 interacting protein 4
N0.HOG0012483,1739.9,26.27249,678.1,17.35936,MPHOSPH9,M-phase phosphoprotein 9
N0.HOG0012484,352.6,9.1676,142.4,5.15488,C12orf65,chromosome 12 open reading frame 65
N0.HOG0012486,2581.6,5.93768,805.4,24.72578,SBNO1,strawberry notch homolog 1
N0.HOG0012488,400.9,1.00225,79.1,1.01248,RILPL2,Rab interacting lysosomal protein like 2
N0.HOG0012489,632.1,3.03408,162.9,7.21647,RILPL1,Rab interacting lysosomal protein like 1
N0.HOG0012491,631.1,41.96815,163.9,26.86321,DDX55,DEAD-box helicase 55
N0.HOG0012492,633.4,1.01344,281.6,14.69952,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
N0.HOG0012493,528.4,2.00792,197.6,7.23216,GTF2H3,general transcription factor IIH subunit 3
N0.HOG0012494,505.2,12.22584,193.8,10.50396,TCTN2,tectonic family member 2
N0.HOG0012495,1648,13.0192,695,15.2205,ATP6V0A2,ATPase H+ transporting V0 subunit a2
N0.HOG0012496,3411.1,99.94523,791.9,106.19379,NCOR2,nuclear receptor corepressor 2
N0.HOG0012497,2600.4,25.74396,678.6,57.47742,DHX37,DEAH-box helicase 37
N0.HOG0012498,1409.2,14.092,342.8,25.84712,AACS,acetoacetyl-CoA synthetase
N0.HOG0012499,1567.5,18.183,208.5,32.00475,TMEM132C,transmembrane protein 132C
N0.HOG0012500,273.8,28.4752,71.2,15.78504,SLC15A4,solute carrier family 15 member 4
N0.HOG0012501,598,12.1992,230,11.523,GLT1D1,glycosyltransferase 1 domain containing 1
N0.HOG0012502,1380.4,24.29504,248.6,22.6226,TMEM132D,transmembrane protein 132D
N0.HOG0012503,1197.6,55.80816,164.4,36.64476,FZD10,frizzled class receptor 10
N0.HOG0012504,1097.8,98.14332,333.2,75.23656,RIMBP2,RIMS binding protein 2
N0.HOG0012506,690.2,39.47944,176.8,39.8684,SFSWAP,splicing factor SWAP
N0.HOG0012507,732.5,44.9755,137.5,10.35375,MMP17,matrix metallopeptidase 17
N0.HOG0012509,361.5,4.0488,67.5,4.212,PUS1,pseudouridine synthase 1
N0.HOG0012511,464.1,29.2383,96.9,14.37027,P2RX2,purinergic receptor P2X 2
N0.HOG0012512,5120.6,18.94622,1581.4,68.63276,POLE,"DNA polymerase epsilon, catalytic subunit"
N0.HOG0012514,1721.9,23.24565,744.1,36.4609,ANKLE2,ankyrin repeat and LEM domain containing 2
N0.HOG0012515,2227.9,40.32499,658.1,42.1184,GOLGA3,golgin A3
N0.HOG0012516,846,2.0304,297,9.2367,SLC5A1,solute carrier family 5 member 1
N0.HOG0012517,2503.5,9.0126,808.5,34.19955,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit"
N0.HOG0012518,746.4,2.9856,132.6,10.5417,PISD,phosphatidylserine decarboxylase
N0.HOG0012519,2042.7,8.98788,900.3,14.13471,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1
N0.HOG0012521,908.8,2.99904,273.2,8.16868,PATZ1,POZ/BTB and AT hook containing zinc finger 1
N0.HOG0012522,399.1,6.06632,110.9,4.12548,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
N0.HOG0012523,1450.1,2.03014,382.9,20.94463,LIMK2,LIM domain kinase 2
N0.HOG0012525,1050.3,17.22492,329.7,11.30871,PLA2G3,phospholipase A2 group III
N0.HOG0012526,761.9,8.76185,180.1,8.66281,INPP5J,inositol polyphosphate-5-phosphatase J
N0.HOG0012527,1796.6,12.03722,636.4,18.39196,SMTN,smoothelin
N0.HOG0012528,2334.5,41.5541,725.5,45.05355,MORC2,MORC family CW-type zinc finger 2
N0.HOG0012530,330.8,26.19936,107.2,21.94384,C5orf52,chromosome 5 open reading frame 52
N0.HOG0012532,604.3,3.0215,187.7,12.70729,SLC35E4,solute carrier family 35 member E4
N0.HOG0012533,869.7,8.08821,255.3,14.75634,TCN2,transcobalamin 2
N0.HOG0012534,1040.3,18.41331,252.7,27.08944,PES1,pescadillo ribosomal biogenesis factor 1
N0.HOG0012536,4235.5,8.04745,1065.5,86.5186,PI4KA,phosphatidylinositol 4-kinase alpha
N0.HOG0012537,1200.2,11.04184,215.8,22.07634,SERPIND1,serpin family D member 1
N0.HOG0012538,527.2,4.00672,117.8,4.09944,SNAP29,synaptosome associated protein 29
N0.HOG0012539,709,1.9852,197,10.3622,CRKL,"CRK like proto-oncogene, adaptor protein"
N0.HOG0012540,408.6,1.0215,161.4,12.8313,THAP7,THAP domain containing 7
N0.HOG0012541,751.5,56.5128,271.5,29.51205,LRRC74B,leucine rich repeat containing 74B
N0.HOG0012542,1086.3,172.06992,341.7,139.14024,SLC7A4,solute carrier family 7 member 4
N0.HOG0012543,1756.3,14.0504,406.7,25.58143,SMPD4,sphingomyelin phosphodiesterase 4
N0.HOG0012544,481.4,7.07658,160.6,9.45934,MED15,mediator complex subunit 15
N0.HOG0012546,1259.3,3.02232,195.7,9.35446,SCARF2,scavenger receptor class F member 2
N0.HOG0012547,954.4,7.06256,215.6,35.7896,DGCR2,DiGeorge syndrome critical region gene 2
N0.HOG0012548,893.8,3.03892,186.2,17.52142,TSSK1B,testis specific serine kinase 1B
N0.HOG0012549,830.4,1.99296,129.6,23.89824,TSSK2,testis specific serine kinase 2
N0.HOG0012550,687.2,3.02368,212.8,18.4072,ESS2,ess-2 splicing factor homolog
N0.HOG0012551,2121.4,11.24342,617.6,30.13888,HIRA,histone cell cycle regulator
N0.HOG0012552,406.4,8.29056,85.6,8.6456,UFD1,ubiquitin recognition factor in ER associated degradation 1
N0.HOG0012553,1217,9.0058,322,27.8208,CDC45,cell division cycle 45
N0.HOG0012554,931.5,2.0493,154.5,12.669,SEPTIN5,septin 5
N0.HOG0012555,269.2,0.99604,54.8,1.0138,TBX1,T-box transcription factor 1
N0.HOG0012556,627.9,7.03248,197.1,15.98481,GNB1L,G protein subunit beta 1 like
N0.HOG0012557,528.8,5.0236,167.2,10.60048,TXNRD2,thioredoxin reductase 2
N0.HOG0012558,1662.1,66.31779,461.9,48.26855,ARVCF,ARVCF delta catenin family member
N0.HOG0012560,1650.7,1.98084,572.3,22.83477,DGCR8,DGCR8 microprocessor complex subunit
N0.HOG0012561,847.2,72.52032,229.8,50.73984,TRMT2A,tRNA methyltransferase 2 homolog A
N0.HOG0012562,358.1,2.00536,91.9,3.06946,RANBP1,RAN binding protein 1
N0.HOG0012563,779.9,2.02774,138.1,15.27386,B3GAT1,"beta-1,3-glucuronyltransferase 1"
N0.HOG0012564,741.9,79.97682,173.1,48.32952,GLB1L2,galactosidase beta 1 like 2
N0.HOG0012565,390.8,8.36312,83.2,9.50144,GLB1L3,galactosidase beta 1 like 3
N0.HOG0012566,576.3,8.24109,182.7,28.11753,ACAD8,acyl-CoA dehydrogenase family member 8
N0.HOG0012569,2443.1,108.47364,757.9,79.73108,NCAPD3,non-SMC condensin II complex subunit D3
N0.HOG0012570,631,3.0288,188,21.0372,JAM3,junctional adhesion molecule 3
N0.HOG0012571,2137.9,9.19297,568.1,26.92794,IGSF9B,immunoglobulin superfamily member 9B
N0.HOG0012573,708.1,78.31586,137.9,62.78587,NTM,neurotrimin
N0.HOG0012574,499.4,10.13782,193.6,4.0656,SNX19,sorting nexin 19
N0.HOG0012575,2069.3,27.93555,396.7,45.18413,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15
N0.HOG0012576,1486.1,4.01247,316.9,25.70059,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8
N0.HOG0012577,1941,30.0855,309,47.6169,ST14,ST14 transmembrane serine protease matriptase
N0.HOG0012578,1360.4,3.94516,448.6,22.02626,APLP2,amyloid beta precursor like protein 2
N0.HOG0012579,2030.2,5.0755,489.8,32.8166,PRDM10,PR/SET domain 10
N0.HOG0012580,2515.3,16.34945,889.7,47.86586,NFRKB,nuclear factor related to kappaB binding protein
N0.HOG0012581,624.4,0.99904,194.6,8.30942,TMEM45B,transmembrane protein 45B
N0.HOG0012582,298.5,1.0149,103.5,1.00395,BARX2,BARX homeobox 2
N0.HOG0012583,2608.7,46.69573,1024.3,43.12303,ARHGAP32,Rho GTPase activating protein 32
N0.HOG0012584,1079.1,2.05029,177.9,22.27308,KCNJ5,potassium inwardly rectifying channel subfamily J member 5
N0.HOG0012585,822.8,1.97472,293.2,11.40548,KCNJ1,potassium inwardly rectifying channel subfamily J member 1
N0.HOG0012586,995.7,1.9914,195.3,7.2261,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
N0.HOG0012587,710.3,31.60835,186.7,20.96641,ETS1,"ETS proto-oncogene 1, transcription factor"
N0.HOG0012589,777,1.0101,204,7.1604,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
N0.HOG0012590,583.7,0.99229,181.3,9.44573,DCPS,"decapping enzyme, scavenger"
N0.HOG0012592,1376.3,3.02786,468.7,19.59166,SRPRA,SRP receptor subunit alpha
N0.HOG0012594,624.4,14.049,248.6,9.4468,RPUSD4,RNA pseudouridine synthase D4
N0.HOG0012595,2575,24.205,1124,37.092,CDON,"cell adhesion associated, oncogene regulated"
N0.HOG0012596,804.3,0.96516,302.7,7.11345,DDX25,DEAD-box helicase 25
N0.HOG0012597,357.8,7.62114,146.2,2.52926,PUS3,pseudouridine synthase 3
N0.HOG0012598,626,3.0048,271,5.0677,HYLS1,HYLS1 centriolar and ciliogenesis associated
N0.HOG0012599,375.4,10.17334,131.6,7.35644,ACRV1,acrosomal vesicle protein 1
N0.HOG0012600,575.1,0.97767,225.9,7.20621,CHEK1,checkpoint kinase 1
N0.HOG0012601,1496.1,1.04727,576.9,13.2687,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A
N0.HOG0012602,546.3,0.98334,224.7,6.11184,EI24,EI24 autophagy associated transmembrane protein
N0.HOG0012603,916.5,6.0489,259.5,9.26415,FEZ1,fasciculation and elongation protein zeta 1
N0.HOG0012604,1002,1.002,324,9.2016,PKNOX2,PBX/knotted 1 homeobox 2
N0.HOG0012605,236.1,0.99162,108.9,2.02554,NA,NA
N0.HOG0012606,1060.6,20.46958,268.4,31.61752,SLC37A2,solute carrier family 37 member 2
